,RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2020_x,2/29/2020_x,3/31/2020_x,4/30/2020_x,5/31/2020_x,6/30/2020_x,7/31/2020_x,8/31/2020_x,9/30/2020_x,10/31/2020_x,11/30/2020_x,12/31/2020_x,1/31/2021_x,2/28/2021_x,3/31/2021_x,4/30/2021_x,5/31/2021_x,6/30/2021_x,7/31/2021_x,8/31/2021_x,9/30/2021_x,10/31/2021_x,11/30/2021_x,12/31/2021_x,1/31/2022_x,2/28/2022_x,3/31/2022_x,4/30/2022_x,2020-NowAvg,1/31/2020_y,2/29/2020_y,3/31/2020_y,4/30/2020_y,5/31/2020_y,6/30/2020_y,7/31/2020_y,8/31/2020_y,9/30/2020_y,10/31/2020_y,11/30/2020_y,12/31/2020_y,1/31/2021_y,2/28/2021_y,3/31/2021_y,4/30/2021_y,5/31/2021_y,6/30/2021_y,7/31/2021_y,8/31/2021_y,9/30/2021_y,10/31/2021_y,11/30/2021_y,12/31/2021_y,1/31/2022_y,2/28/2022_y,3/31/2022_y,4/30/2022_y,2020-NowAvgDays,POPESTIMATE2020
766,394634,549,"Gloversville, NY",Msa,NY,120193.0,119961.0,119692.0,119691.0,119996.0,120352.0,120639.0,120677.0,121197.0,122067.0,123650.0,125288.0,127175.0,129629.0,133349.0,137065.0,140170.0,141298.0,143695.0,145707.0,148395.0,150162.0,153232.0,156586.0,159707.0,161883.0,163691.0,163170,136011.32142857142,85.0,145.0,131.0,98.0,65.0,19.0,23.0,22.0,28.0,15.0,25.0,61.0,55.0,11.0,19.0,13.0,9.0,10.0,13.0,11.0,22.0,17.0,38.0,41.0,44.0,21.0,99.0,9.0,41.035714285714285,14553
770,395029,564,"Rochelle, IL",Msa,IL,138192.0,138403.0,138605.0,138795.0,138475.0,138104.0,137795.0,137843.0,137936.0,138071.0,138939.0,139831.0,141633.0,143240.0,145124.0,146349.0,148862.0,151017.0,153861.0,156245.0,158981.0,161844.0,164742.0,168020.0,170486.0,171546.0,173856.0,176167,149748.64285714287,102.0,98.0,78.0,70.0,60.0,59.0,75.0,60.0,72.0,61.0,79.0,73.0,102.0,68.0,54.0,50.0,48.0,50.0,50.0,49.0,49.0,58.0,50.0,55.0,75.0,44.0,40.0,44.0,63.32142857142857,8975
771,394517,566,"Danville, KY",Msa,KY,122640.0,122814.0,123122.0,122686.0,121973.0,121096.0,120923.0,121456.0,122029.0,122754.0,123624.0,124695.0,126669.0,128521.0,130208.0,131131.0,132272.0,133839.0,135441.0,136901.0,138223.0,139454.0,140398.0,143009.0,145607.0,148218.0,149179.0,150165,131394.5357142857,128.0,70.0,62.0,87.0,66.0,50.0,54.0,56.0,55.0,57.0,56.0,68.0,59.0,51.0,42.0,47.0,50.0,47.0,51.0,50.0,54.0,62.0,57.0,82.0,60.0,54.0,44.0,46.0,59.464285714285715,16970
773,394632,575,"Glasgow, KY",Msa,KY,118994.0,118378.0,117804.0,117285.0,117398.0,117528.0,117484.0,117990.0,118523.0,119624.0,121439.0,123340.0,125225.0,126686.0,128388.0,130025.0,131768.0,133380.0,134806.0,136046.0,137250.0,138418.0,139598.0,142196.0,144947.0,147695.0,149119.0,150476,129350.35714285714,42.0,50.0,63.0,52.0,90.0,26.0,15.0,33.0,28.0,23.0,14.0,21.0,39.0,20.0,17.0,23.0,15.0,14.0,11.0,15.0,17.0,16.0,34.0,30.0,56.0,25.0,8.0,14.0,28.964285714285715,14411
775,394592,578,"Fernley, NV",Msa,NV,288998.0,291119.0,292594.0,292616.0,291783.0,290751.0,290526.0,291777.0,294011.0,297195.0,301236.0,305181.0,309414.0,314939.0,322600.0,331669.0,341079.0,349754.0,357849.0,364898.0,373363.0,381952.0,390227.0,398435.0,404923.0,411121.0,415994.0,421767,336348.96428571426,67.0,37.0,50.0,64.0,58.0,52.0,49.0,45.0,57.0,50.0,59.0,62.0,48.0,44.0,44.0,43.0,41.0,42.0,43.0,43.0,48.0,48.0,52.0,54.0,59.0,44.0,39.0,40.0,49.357142857142854,21926
777,394547,582,"Durango, CO",Msa,CO,464242.0,456770.0,451947.0,447703.0,451656.0,454258.0,457632.0,460100.0,464302.0,467832.0,470630.0,473249.0,476151.0,488199.0,497584.0,515871.0,529567.0,547228.0,558327.0,569742.0,583546.0,600567.0,616021.0,629839.0,639977.0,652502.0,667753.0,683221,527729.1428571428,146.0,114.0,156.0,82.0,71.0,69.0,84.0,93.0,81.0,81.0,75.0,80.0,92.0,50.0,54.0,47.0,50.0,50.0,51.0,48.0,55.0,54.0,51.0,66.0,46.0,39.0,47.0,44.0,70.57142857142857,19690
779,394363,586,"Bartlesville, OK",Msa,OK,121872.0,122512.0,123235.0,123787.0,124203.0,124535.0,124427.0,124494.0,124948.0,126335.0,127326.0,128004.0,128229.0,128839.0,129942.0,131189.0,133026.0,134467.0,136340.0,138026.0,140485.0,142903.0,145394.0,147694.0,149835.0,151898.0,154338.0,157928,133793.25,90.0,53.0,47.0,54.0,54.0,52.0,51.0,48.0,52.0,48.0,52.0,58.0,48.0,38.0,31.0,40.0,45.0,45.0,44.0,46.0,45.0,45.0,43.0,52.0,48.0,42.0,37.0,37.0,48.035714285714285,36605
780,395122,590,"St. Marys, GA",Msa,GA,182449.0,183453.0,185496.0,186130.0,185322.0,183735.0,183311.0,184825.0,185980.0,187600.0,191100.0,194520.0,198144.0,198880.0,200714.0,202522.0,205525.0,208497.0,211732.0,214576.0,217917.0,220976.0,224476.0,227916.0,232035.0,236774.0,240641.0,244761,204285.9642857143,91.0,51.0,39.0,60.0,70.0,49.0,53.0,50.0,51.0,58.0,59.0,70.0,62.0,42.0,46.0,42.0,42.0,46.0,42.0,42.0,42.0,42.0,42.0,44.0,45.0,46.0,41.0,38.0,50.17857142857143,18854
782,394919,602,"Norfolk, NE",Msa,NE,162711.0,163177.0,163826.0,164466.0,164749.0,165054.0,165442.0,165750.0,165923.0,166194.0,167683.0,168987.0,171975.0,174377.0,177420.0,179122.0,180908.0,182550.0,184048.0,185473.0,186878.0,188262.0,189543.0,192850.0,195896.0,198572.0,199137.0,199824,177528.4642857143,62.0,83.0,30.0,46.0,34.0,15.0,18.0,26.0,27.0,21.0,40.0,19.0,13.0,25.0,10.0,8.0,9.0,6.0,14.0,12.0,9.0,20.0,19.0,12.0,15.0,4.0,4.0,7.0,21.714285714285715,24363
784,394951,612,"Oxford, MS",Msa,MS,208248.0,208351.0,208387.0,208219.0,208516.0,208816.0,209258.0,209314.0,209186.0,209117.0,209709.0,210450.0,212466.0,214709.0,217237.0,218762.0,220157.0,221572.0,223061.0,224065.0,224977.0,225182.0,225498.0,228851.0,232698.0,238090.0,240381.0,243158,218515.5357142857,84.0,53.0,53.0,49.0,59.0,47.0,37.0,47.0,39.0,69.0,99.0,73.0,123.0,61.0,61.0,28.0,33.0,18.0,14.0,14.0,27.0,11.0,15.0,5.0,17.0,4.0,3.0,5.0,41.0,28635
786,394990,623,"Ponca City, OK",Msa,OK,67786.0,67880.0,67989.0,68022.0,68154.0,68244.0,68345.0,68480.0,68662.0,69036.0,69781.0,70587.0,71801.0,71690.0,71355.0,70547.0,70902.0,71550.0,72169.0,72766.0,73304.0,73823.0,74246.0,75832.0,77422.0,79101.0,79067.0,78998,71697.82142857143,59.0,43.0,60.0,88.0,59.0,9.0,31.0,29.0,12.0,9.0,26.0,37.0,34.0,45.0,26.0,15.0,13.0,7.0,12.0,11.0,21.0,24.0,19.0,45.0,54.0,47.0,9.0,6.0,30.357142857142858,23482
788,753905,630,"Newport, OR",Msa,OR,319021.0,319701.0,320260.0,321211.0,322086.0,323058.0,324959.0,328537.0,333438.0,338298.0,344347.0,350610.0,357290.0,363524.0,370807.0,377770.0,385687.0,392268.0,402805.0,414735.0,430047.0,442081.0,453226.0,462015.0,470977.0,477709.0,482939.0,489264,382809.64285714284,96.0,60.0,48.0,68.0,74.0,60.0,69.0,71.0,69.0,61.0,57.0,60.0,71.0,51.0,47.0,44.0,45.0,47.0,49.0,52.0,54.0,58.0,52.0,63.0,55.0,42.0,40.0,47.0,57.5,11129
790,394842,634,"McAlester, OK",Msa,OK,90289.0,90457.0,90558.0,90580.0,90645.0,90085.0,89411.0,88915.0,89267.0,89907.0,91046.0,92037.0,93581.0,94911.0,96469.0,97436.0,97706.0,97991.0,98119.0,99029.0,99669.0,100486.0,101176.0,103665.0,105951.0,108318.0,107842.0,107354,96175.0,80.0,63.0,63.0,53.0,80.0,54.0,41.0,21.0,35.0,49.0,26.0,42.0,53.0,41.0,52.0,54.0,71.0,53.0,64.0,55.0,68.0,89.0,98.0,97.0,68.0,97.0,48.0,55.0,59.642857142857146,17788
792,395091,641,"Shelbyville, TN",Msa,TN,184797.0,186171.0,187531.0,190036.0,191101.0,192541.0,192908.0,193776.0,194667.0,195248.0,196335.0,198500.0,201457.0,203728.0,205353.0,206905.0,210167.0,214200.0,218206.0,221579.0,227997.0,233767.0,240101.0,243412.0,253124.0,261621.0,267418.0,268953,213628.5357142857,49.0,27.0,27.0,17.0,40.0,38.0,43.0,10.0,9.0,18.0,18.0,34.0,38.0,33.0,51.0,43.0,53.0,46.0,44.0,44.0,47.0,50.0,46.0,52.0,53.0,43.0,42.0,34.0,37.464285714285715,22326
794,394887,649,"Mount Sterling, KY",Msa,KY,113445.0,113612.0,113745.0,113915.0,113469.0,112940.0,112464.0,113121.0,113787.0,114516.0,115518.0,116753.0,118865.0,120101.0,121491.0,122140.0,123533.0,124965.0,126386.0,127825.0,129082.0,130298.0,131234.0,133778.0,136429.0,139122.0,140223.0,141261,122643.5,25.0,24.0,50.0,33.0,27.0,14.0,14.0,13.0,6.0,10.0,27.0,49.0,11.0,16.0,8.0,4.0,8.0,5.0,7.0,7.0,8.0,11.0,21.0,26.0,17.0,9.0,6.0,12.0,16.714285714285715,7246
796,395032,654,"Rock Springs, WY",Msa,WY,235280.0,235829.0,236425.0,236860.0,236795.0,236681.0,236552.0,236973.0,237592.0,238353.0,239921.0,241316.0,244239.0,246978.0,250044.0,251975.0,253882.0,255820.0,257619.0,259183.0,260688.0,261843.0,262949.0,268419.0,274193.0,280818.0,282833.0,284658,251597.07142857142,53.0,54.0,21.0,45.0,38.0,30.0,29.0,34.0,52.0,58.0,84.0,42.0,69.0,25.0,24.0,21.0,19.0,13.0,15.0,12.0,23.0,9.0,13.0,16.0,21.0,16.0,14.0,5.0,30.535714285714285,22943
798,394500,658,"Cornelia, GA",Msa,GA,165287.0,166031.0,166980.0,167782.0,168384.0,168905.0,169579.0,169907.0,170338.0,170681.0,172314.0,173944.0,177493.0,180761.0,184631.0,186696.0,188634.0,190537.0,193083.0,195592.0,197926.0,199731.0,201136.0,205994.0,210081.0,216010.0,218492.0,221901,185672.5,79.0,61.0,55.0,70.0,50.0,54.0,59.0,58.0,59.0,45.0,51.0,55.0,50.0,44.0,45.0,40.0,44.0,37.0,42.0,40.0,40.0,38.0,43.0,44.0,45.0,41.0,40.0,36.0,48.75,4799
800,394548,665,"Durant, OK",Msa,OK,123122.0,123333.0,123466.0,123551.0,123854.0,124158.0,124522.0,124924.0,125564.0,126268.0,127529.0,128765.0,130744.0,131951.0,133492.0,134437.0,135913.0,136585.0,136925.0,137390.0,138287.0,139435.0,140429.0,143848.0,147215.0,150761.0,151851.0,152759,133609.92857142858,38.0,29.0,27.0,11.0,17.0,13.0,12.0,11.0,27.0,35.0,22.0,21.0,13.0,31.0,6.0,47.0,50.0,53.0,61.0,51.0,60.0,80.0,62.0,93.0,63.0,52.0,58.0,49.0,39.0,19157
802,394300,730,"Ada, OK",Msa,OK,105369.0,105517.0,105636.0,105648.0,104732.0,103864.0,103321.0,104168.0,105092.0,106024.0,107164.0,108170.0,109784.0,111383.0,113310.0,114748.0,115247.0,115576.0,115784.0,116937.0,118247.0,119380.0,120483.0,123366.0,126142.0,128934.0,129841.0,131001,113388.14285714286,68.0,19.0,30.0,41.0,69.0,57.0,59.0,70.0,80.0,60.0,73.0,84.0,55.0,82.0,33.0,53.0,46.0,58.0,57.0,62.0,53.0,54.0,69.0,66.0,64.0,70.0,51.0,49.0,58.285714285714285,17239
804,394916,743,"Newton, IA",Msa,IA,132024.0,131862.0,131643.0,131667.0,131725.0,131856.0,132079.0,132109.0,132334.0,132744.0,133747.0,134491.0,136187.0,137943.0,139917.0,141083.0,142087.0,143197.0,144108.0,145101.0,146429.0,147648.0,148761.0,150689.0,152771.0,155035.0,155881.0,156683,140421.4642857143,63.0,77.0,59.0,63.0,63.0,60.0,56.0,58.0,55.0,63.0,56.0,97.0,85.0,65.0,53.0,56.0,47.0,52.0,53.0,54.0,51.0,53.0,56.0,61.0,72.0,53.0,48.0,49.0,59.92857142857143,15127
806,394315,758,"Alexandria, MN",Msa,MN,237179.0,237022.0,236797.0,236522.0,237421.0,238492.0,239758.0,240168.0,241188.0,243007.0,245301.0,247023.0,248652.0,250663.0,255868.0,257727.0,262113.0,264878.0,271963.0,277585.0,282584.0,286768.0,290692.0,294633.0,298080.0,301448.0,303651.0,306051,261901.2142857143,58.0,52.0,48.0,23.0,23.0,25.0,29.0,33.0,26.0,53.0,30.0,48.0,20.0,13.0,9.0,14.0,11.0,10.0,13.0,10.0,14.0,32.0,17.0,32.0,21.0,12.0,43.0,45.0,27.285714285714285,13885
